CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
715279683,Existing Customer,52,F,Uneducated,Married,$40K - $60K,Blue,1438.3,0.529,1679,39,0.5
718971333,Existing Customer,33,M,Graduate,Single,$80K - $120K,Blue,13206,0.766,2342,51,1.318
709219533,Existing Customer,53,M,High School,Married,$60K - $80K,Blue,2480,0.522,1359,36,0.565
709150608,Existing Customer,30,F,Unknown,Married,Less than $40K,Blue,2898,1.154,2632,64,0.778
788259558,Existing Customer,59,M,Unknown,Married,Less than $40K,Blue,1570,0.742,1430,28,1.333
802464033,Existing Customer,65,F,Graduate,Married,Less than $40K,Blue,4460,0.898,1877,41,0.783
712757808,Existing Customer,33,F,Uneducated,Married,Less than $40K,Blue,1544,0.677,1731,40,0.739
714457083,Existing Customer,52,F,High School,Married,Unknown,Blue,3456,0.636,1332,24,0.5
713413758,Existing Customer,26,F,College,Single,Unknown,Blue,2751,0.694,2270,44,0.333
708741633,Existing Customer,52,M,High School,Married,$60K - $80K,Blue,4153,0.434,1771,41,0.367
714043833,Existing Customer,37,F,Graduate,Single,Less than $40K,Blue,3685,0.974,3016,85,0.809
789577833,Existing Customer,56,M,Graduate,Married,$120K +,Blue,8902,0.781,969,29,1.071
787570758,Existing Customer,35,M,Uneducated,Married,$120K +,Blue,2944,0.737,2070,44,0.467
720371733,Existing Customer,58,F,Graduate,Married,Less than $40K,Blue,2232,0.435,1395,39,0.345
819117183,Existing Customer,34,F,Unknown,Married,$40K - $60K,Blue,1569,1.288,2169,48,1.182
711776433,Existing Customer,37,M,Uneducated,Single,$80K - $120K,Blue,23622,0.666,2574,65,0.625
709583133,Existing Customer,53,M,Uneducated,Married,$40K - $60K,Blue,3326,0.711,1627,54,1.077
719521983,Existing Customer,38,M,Uneducated,Married,$40K - $60K,Blue,6116,0.937,1592,32,1
718415133,Existing Customer,38,M,Uneducated,Married,$80K - $120K,Blue,11352,1.324,1601,34,1.125
710594358,Existing Customer,28,F,Unknown,Single,Less than $40K,Silver,14910,0.737,2560,72,0.674
709730508,Existing Customer,39,F,High School,Single,Unknown,Blue,17531,0.8,4563,61,0.743
720462633,Existing Customer,43,F,Uneducated,Single,Less than $40K,Blue,4138,0.681,1827,49,0.581
715005558,Existing Customer,36,M,College,Single,$80K - $120K,Blue,8374,1.113,2472,65,1.167
779993208,Existing Customer,38,F,Uneducated,Married,Less than $40K,Blue,7049,0.988,1475,27,1.7
787543008,Existing Customer,37,M,Graduate,Single,$40K - $60K,Blue,3851,0.717,2349,61,0.968
743265108,Existing Customer,37,M,College,Single,$60K - $80K,Blue,15936,1.085,2477,49,1.042
713770383,Existing Customer,29,F,Uneducated,Divorced,Less than $40K,Blue,2926,0.84,2775,74,1.114
712392108,Existing Customer,51,M,High School,Married,$60K - $80K,Blue,10305,0.485,1451,25,0.667
720145683,Existing Customer,54,M,College,Married,$60K - $80K,Blue,2987,0.479,1617,35,0.75
714832383,Existing Customer,35,M,High School,Single,$80K - $120K,Gold,34516,1.044,2949,70,1
772706283,Existing Customer,38,F,College,Married,$40K - $60K,Blue,6275,0.996,1585,43,0.72
795920358,Existing Customer,33,F,High School,Married,Less than $40K,Blue,7185,1.504,2679,45,0.8
716277558,Existing Customer,45,F,Uneducated,Single,Less than $40K,Blue,3281,0.744,1779,47,0.808
764776833,Existing Customer,61,M,Graduate,Married,$40K - $60K,Blue,3077,0.456,1523,30,0.579
710795883,Existing Customer,33,F,Uneducated,Married,Less than $40K,Blue,2042,1.318,2758,50,0.852
710428308,Existing Customer,55,M,High School,Single,$60K - $80K,Blue,2001,0.482,1910,51,0.7
721096983,Existing Customer,34,F,Graduate,Single,Less than $40K,Blue,3625,1.158,2616,46,1.3
715760733,Existing Customer,58,M,High School,Married,$40K - $60K,Blue,7803,0.531,1199,25,0.316
718227033,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,5951,1.264,2565,53,0.71
720610008,Attrited Customer,59,M,College,Married,$120K +,Blue,15796,0.719,1339,23,0.15
719517258,Existing Customer,57,M,Unknown,Single,$80K - $120K,Blue,7558,0.719,3676,67,0.558
714111333,Existing Customer,55,M,High School,Married,$60K - $80K,Blue,5381,0.746,1910,38,1
717551358,Existing Customer,63,M,Graduate,Married,$60K - $80K,Blue,3556,0.983,2279,56,0.6
813573333,Existing Customer,60,M,High School,Married,Less than $40K,Blue,2661,0.631,1354,25,0.316
711709683,Existing Customer,53,F,Uneducated,Married,Less than $40K,Blue,3506,0.766,1999,48,0.655
712902483,Existing Customer,35,M,High School,Married,$60K - $80K,Blue,2066,0.624,1895,43,0.536
710893533,Existing Customer,53,M,Unknown,Married,$120K +,Blue,8329,0.432,1570,56,0.333
719883858,Existing Customer,58,M,Graduate,Married,Less than $40K,Blue,2774,0.721,1258,33,0.435
719628033,Existing Customer,33,F,Post-Graduate,Married,Unknown,Blue,4134,1.222,2475,52,0.926
712043433,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,11329,0.648,1213,33,0.571
769095558,Existing Customer,59,M,Doctorate,Single,$60K - $80K,Blue,9055,0.696,1755,45,0.8
816094233,Existing Customer,37,M,High School,Married,$120K +,Blue,17393,0.608,1692,38,0.652
758417508,Existing Customer,50,F,High School,Divorced,Less than $40K,Blue,5908,0.822,3313,72,0.756
721234308,Existing Customer,35,F,Uneducated,Married,Less than $40K,Blue,5825,1.132,2820,62,0.879
717138558,Existing Customer,28,M,Post-Graduate,Married,$40K - $60K,Blue,3665,0.737,1813,31,0.409
798120858,Existing Customer,37,M,Uneducated,Married,$80K - $120K,Blue,3797,1.505,2555,44,0.833
709997958,Existing Customer,39,M,Graduate,Married,$40K - $60K,Blue,3478,0.65,2133,54,0.543
712617408,Existing Customer,31,M,Post-Graduate,Single,$40K - $60K,Blue,13734,0.855,2566,74,0.762
720158208,Existing Customer,37,M,Graduate,Married,$60K - $80K,Blue,3034,0.711,2058,49,0.485
716548083,Existing Customer,39,M,Graduate,Married,Less than $40K,Blue,2973,1.257,2593,57,0.781
717631008,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,24296,0.781,1886,48,0.5
813964383,Existing Customer,35,M,Graduate,Single,$40K - $60K,Blue,8969,0.84,2568,59,0.735
719952408,Existing Customer,30,M,Graduate,Married,Less than $40K,Blue,2550,0.65,1870,51,0.275
771028533,Attrited Customer,48,F,Post-Graduate,Married,Less than $40K,Silver,10357,0.506,911,25,0.19
771823308,Existing Customer,33,F,Uneducated,Unknown,Less than $40K,Blue,1475,0.896,1896,33,0.833
719854008,Existing Customer,47,M,Unknown,Single,$40K - $60K,Blue,5154,0.666,1694,32,0.778
713998233,Existing Customer,37,F,High School,Single,Less than $40K,Blue,3586,0.745,2780,57,0.727
714746358,Existing Customer,38,M,Unknown,Married,$60K - $80K,Blue,4646,1.238,2234,35,0.667
713574708,Existing Customer,39,M,College,Single,$40K - $60K,Blue,1640,0.695,3124,66,0.784
714753258,Existing Customer,34,M,Unknown,Married,$60K - $80K,Blue,2379,1.194,2966,50,1.381
712004208,Existing Customer,65,M,Graduate,Single,Less than $40K,Blue,3422,0.929,1973,59,0.686
719621958,Existing Customer,43,M,Graduate,Unknown,$60K - $80K,Blue,4365,0.32,1720,40,0.379
819610908,Attrited Customer,38,M,Uneducated,Single,$80K - $120K,Blue,32938,0.72,1137,26,0.238
823948308,Existing Customer,48,M,Post-Graduate,Unknown,$40K - $60K,Blue,6710,0.777,1727,37,0.85
712064358,Existing Customer,38,M,Graduate,Married,$60K - $80K,Blue,2507,0.906,1999,34,0.789
816013383,Attrited Customer,65,F,Graduate,Divorced,Less than $40K,Blue,6184,1.016,1712,27,0.286
758765808,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,2029,0.628,1802,40,0.481
780881358,Existing Customer,35,M,Graduate,Single,$40K - $60K,Silver,16659,1.012,2551,74,0.609
709422183,Existing Customer,58,F,Graduate,Married,Less than $40K,Blue,2203,0.57,1788,45,0.364
779951058,Existing Customer,54,F,High School,Married,Unknown,Blue,5122,0.935,1908,39,0.696
809941233,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,3074,0.421,1377,38,0.583
710844408,Existing Customer,38,M,Post-Graduate,Married,$60K - $80K,Blue,2584,0.593,1843,28,0.647
819002508,Existing Customer,31,M,Unknown,Single,$40K - $60K,Blue,2037,0.88,2563,64,0.641
807141183,Existing Customer,34,M,Graduate,Married,$120K +,Blue,14938,0.677,1930,36,0.636
711119358,Existing Customer,38,M,Unknown,Married,$60K - $80K,Blue,2014,1.055,2460,52,0.857
808273533,Attrited Customer,39,M,High School,Single,$60K - $80K,Blue,1818,0.651,2054,55,0.774
716297658,Existing Customer,37,M,Graduate,Single,$80K - $120K,Blue,14926,0.635,2405,55,0.667
716532258,Existing Customer,51,F,High School,Single,Less than $40K,Blue,2827,0.79,3291,55,0.618
720540708,Existing Customer,53,F,Uneducated,Married,Less than $40K,Blue,2773,1.06,1197,25,1.083
720904233,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,16033,0.963,1158,31,1.067
720863133,Existing Customer,65,M,Graduate,Married,Less than $40K,Blue,3213,0.507,1855,39,0.773
714957108,Existing Customer,33,F,High School,Divorced,Less than $40K,Blue,3616,0.912,3133,72,1
790102008,Existing Customer,37,M,Doctorate,Single,$60K - $80K,Blue,5924,0.765,3305,80,0.778
781933983,Existing Customer,47,M,Graduate,Married,$40K - $60K,Blue,14535,0.711,2970,76,0.689
712643358,Existing Customer,59,F,High School,Married,Less than $40K,Blue,2833,0.78,1335,23,1.3
716686158,Existing Customer,59,F,Post-Graduate,Married,Less than $40K,Blue,1479,0.607,1621,32,0.6
806894133,Existing Customer,34,F,Post-Graduate,Single,Unknown,Blue,1617,0.73,2546,55,0.719
721344858,Existing Customer,26,M,Uneducated,Single,Less than $40K,Blue,2237,0.837,2192,36,0.44
813230208,Existing Customer,45,M,College,Single,$120K +,Blue,2900,1.351,4686,64,0.561
716835033,Existing Customer,54,F,Graduate,Married,Unknown,Blue,13126,0.659,1836,37,0.762
787500333,Existing Customer,52,M,Post-Graduate,Single,$80K - $120K,Blue,8695,0.634,2030,58,0.706
768582033,Existing Customer,47,M,High School,Married,$40K - $60K,Blue,6692,1.035,3902,76,0.689
713992158,Existing Customer,57,F,Unknown,Married,Less than $40K,Blue,2159,0.603,1353,30,0.111
719916408,Existing Customer,34,M,Graduate,Married,$60K - $80K,Blue,2501,0.956,1850,34,1.125
789433758,Existing Customer,36,M,College,Married,$80K - $120K,Blue,6338,0.624,1715,39,0.5
785011383,Attrited Customer,36,F,Uneducated,Divorced,$40K - $60K,Blue,2190,0.908,1412,38,0.583
719283633,Existing Customer,57,F,Uneducated,Married,$40K - $60K,Blue,7578,0.721,1325,29,1.231
710816358,Existing Customer,29,M,Post-Graduate,Married,Less than $40K,Blue,2963,1.378,2523,48,0.846
779653458,Existing Customer,37,M,Graduate,Married,$80K - $120K,Blue,8260,1.167,2323,47,0.621
716382708,Attrited Customer,46,F,Graduate,Single,Less than $40K,Blue,8309,0.888,1165,35,0.4
710387583,Existing Customer,55,M,High School,Married,$80K - $120K,Blue,3864,0.289,1018,32,0.391
718772133,Existing Customer,56,M,Graduate,Married,$80K - $120K,Blue,10230,0.658,1484,34,0.545
711224733,Attrited Customer,32,M,High School,Married,$120K +,Blue,22382,0.418,695,10,0.25
718360083,Existing Customer,39,M,Uneducated,Married,$120K +,Blue,25790,0.973,2443,70,0.556
716102583,Existing Customer,63,F,Graduate,Married,Less than $40K,Blue,2675,0.957,1959,56,1
720673008,Existing Customer,49,F,Unknown,Divorced,Less than $40K,Blue,1652,0.548,1771,47,0.516
708459633,Existing Customer,38,M,High School,Married,$60K - $80K,Blue,5815,0.896,1604,42,0.448
712868733,Existing Customer,60,M,Uneducated,Married,Less than $40K,Blue,2595,0.276,1562,27,0.174
713790708,Existing Customer,38,M,Uneducated,Married,$60K - $80K,Blue,3421,2.037,2269,39,1.053
717648783,Existing Customer,63,M,High School,Married,$80K - $120K,Blue,6922,0.278,1449,28,0.217
714709983,Existing Customer,43,F,College,Married,Less than $40K,Blue,6979,0.565,1665,44,0.375
819409608,Existing Customer,39,F,Graduate,Married,Less than $40K,Blue,2594,0.526,1457,43,0.387
717585858,Existing Customer,35,F,High School,Single,Unknown,Blue,16915,0.834,2795,55,0.833
791856033,Attrited Customer,45,M,College,Divorced,$80K - $120K,Blue,34516,1.014,1041,27,0.35
714474483,Existing Customer,35,F,Graduate,Married,$40K - $60K,Blue,2523,1.631,2005,50,1.174
716448783,Attrited Customer,48,F,Graduate,Married,$40K - $60K,Blue,6235,0.848,1225,34,0.478
711065133,Existing Customer,26,M,High School,Single,$40K - $60K,Blue,1473,0.813,2099,39,0.857
713769258,Existing Customer,36,M,College,Married,$120K +,Blue,17116,1.575,2547,45,0.731
712288158,Existing Customer,37,M,College,Married,$80K - $120K,Blue,4631,1.669,2864,37,0.947
714130233,Existing Customer,39,M,Unknown,Married,$60K - $80K,Blue,3047,0.882,1602,37,1.312
789127533,Existing Customer,49,M,High School,Divorced,$80K - $120K,Blue,32338,0.919,3013,83,0.766
717038733,Existing Customer,56,M,Uneducated,Married,$60K - $80K,Blue,2253,0.388,1324,38,0.31
804840033,Existing Customer,45,M,College,Married,$60K - $80K,Blue,16611,0.954,1960,48,0.6
709363383,Existing Customer,34,M,High School,Single,Unknown,Blue,22886,0.889,2652,61,0.743
789760233,Existing Customer,29,M,Unknown,Divorced,$80K - $120K,Blue,3544,0.718,2435,63,1.032
712058958,Existing Customer,28,M,High School,Single,Less than $40K,Blue,3480,0.731,2744,75,0.829
708295533,Existing Customer,65,F,Post-Graduate,Married,Less than $40K,Blue,3549,0.624,1215,22,0.571
817686633,Existing Customer,26,F,College,Single,Less than $40K,Blue,1438.3,0.806,2856,39,0.5
713738883,Existing Customer,57,F,Uneducated,Married,Less than $40K,Blue,3136,0.591,1260,34,0.889
721310283,Existing Customer,47,M,Graduate,Single,$120K +,Blue,34516,0.946,1804,32,0.6
803132733,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,6814,0.653,1339,30,0.364
779852133,Existing Customer,48,M,Unknown,Married,$120K +,Silver,34516,0.741,3093,66,0.784
716210283,Existing Customer,36,F,High School,Married,Unknown,Blue,8500,0.445,1618,37,1.312
711615933,Existing Customer,43,M,Graduate,Married,$80K - $120K,Blue,28170,0.568,1013,28,0.75
785311158,Existing Customer,54,F,Graduate,Single,Less than $40K,Blue,6610,0.894,3328,69,0.683
717267108,Existing Customer,37,M,College,Single,$60K - $80K,Blue,15755,0.839,2061,61,0.649
711636558,Existing Customer,33,M,Graduate,Married,$80K - $120K,Blue,2711,0.711,1567,42,0.75
717504258,Existing Customer,38,M,College,Married,$40K - $60K,Blue,3735,0.886,1573,35,0.75
718242333,Existing Customer,36,M,Graduate,Single,$80K - $120K,Blue,10216,0.778,2568,69,0.683
771844458,Existing Customer,40,F,Graduate,Married,Unknown,Blue,20420,1.038,1804,41,0.864
708892833,Attrited Customer,37,M,Graduate,Married,$120K +,Blue,13662,0.153,725,22,0
779465358,Existing Customer,26,F,High School,Single,Unknown,Blue,3038,0.98,2243,38,0.462
720191883,Existing Customer,45,M,High School,Single,$60K - $80K,Blue,7050,0.52,1236,36,1
710934033,Existing Customer,26,M,High School,Single,Less than $40K,Blue,1775,0.93,2169,43,0.536
714473658,Existing Customer,42,M,Graduate,Single,$40K - $60K,Blue,8960,0.414,1488,26,0.368
716569983,Existing Customer,33,M,College,Married,$80K - $120K,Blue,2355,0.774,1765,27,0.929
789833583,Existing Customer,57,F,High School,Married,$40K - $60K,Blue,6803,0.809,1476,30,0.579
818923158,Existing Customer,55,M,Graduate,Married,$60K - $80K,Blue,2145,0.521,1275,31,0.476
716596308,Existing Customer,40,M,Uneducated,Single,$80K - $120K,Blue,3919,0.8,1872,51,0.5
716620458,Existing Customer,32,M,High School,Single,Less than $40K,Blue,4500,0.626,2439,63,0.703
710251608,Existing Customer,62,F,High School,Married,Less than $40K,Blue,2941,0.436,1453,27,0.35
710633808,Existing Customer,26,M,Graduate,Single,$60K - $80K,Blue,7102,0.537,2411,41,0.281
719318583,Attrited Customer,37,M,High School,Married,Less than $40K,Blue,6866,0.395,862,13,0.182
819202533,Existing Customer,57,M,Doctorate,Married,$80K - $120K,Blue,10378,0.547,1306,32,0.28
827360883,Existing Customer,47,F,High School,Married,Unknown,Blue,13473,0.814,1593,46,0.484
771196083,Existing Customer,47,M,Graduate,Married,$80K - $120K,Blue,18178,0.922,1837,37,0.682
809962908,Existing Customer,48,F,Graduate,Single,Unknown,Blue,8171,0.639,1909,52,0.733
788965683,Existing Customer,49,F,Uneducated,Married,Less than $40K,Blue,1438.3,0.782,2170,41,0.464
817142433,Existing Customer,35,M,Graduate,Married,$80K - $120K,Blue,8082,0.637,1725,29,1.071
716993058,Existing Customer,57,M,Unknown,Divorced,$60K - $80K,Blue,24589,0.4,4291,78,0.625
771040758,Existing Customer,62,F,Graduate,Single,Unknown,Silver,30310,0.777,3703,91,0.492
713309583,Existing Customer,55,F,College,Married,Less than $40K,Blue,2967,1.075,2177,59,0.788
710273658,Existing Customer,36,M,Graduate,Married,$60K - $80K,Blue,3092,1.46,2883,61,0.488
771429408,Existing Customer,54,M,High School,Married,$80K - $120K,Blue,1618,0.552,1515,31,0.476
719452308,Existing Customer,30,F,Graduate,Married,Less than $40K,Blue,2498,0.712,2048,35,1.188
818908833,Existing Customer,46,M,Graduate,Married,$40K - $60K,Blue,2564,1.026,2038,45,0.364
780998133,Existing Customer,43,M,Graduate,Married,$80K - $120K,Blue,10540,1.029,1980,45,0.607
801726933,Existing Customer,34,M,Graduate,Married,$120K +,Blue,13384,0.807,1899,33,0.833
788474658,Existing Customer,55,M,Graduate,Married,$80K - $120K,Blue,16208,0.543,1842,56,0.436
708438033,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,3049,1.546,2617,48,1
710562258,Existing Customer,44,M,Graduate,Married,$80K - $120K,Blue,19214,0.998,3407,47,1.136
770764908,Existing Customer,39,M,Unknown,Married,$60K - $80K,Blue,3071,0.583,1765,36,0.565
814776033,Existing Customer,34,M,Graduate,Single,$80K - $120K,Blue,13395,1.006,2650,69,0.865
715057383,Existing Customer,40,M,Graduate,Married,$60K - $80K,Blue,17126,0.802,3891,79,0.881
717970158,Existing Customer,42,M,College,Single,$60K - $80K,Blue,8083,1.076,3942,84,0.75
715168008,Existing Customer,36,M,Graduate,Divorced,$40K - $60K,Blue,8995,0.923,2398,61,0.794
720802833,Existing Customer,26,F,High School,Single,Less than $40K,Blue,2404,0.501,2692,63,0.5
789370383,Existing Customer,42,M,High School,Married,$40K - $60K,Blue,2807,1.027,1346,26,1
711782733,Existing Customer,55,M,Graduate,Married,$40K - $60K,Blue,3097,0.511,1390,24,0.263
709000008,Existing Customer,45,M,Unknown,Single,$80K - $120K,Blue,10651,0.767,2073,54,0.543
719381733,Existing Customer,61,M,High School,Single,$60K - $80K,Blue,2175,0.633,3994,64,0.778
771169458,Existing Customer,41,M,College,Married,$120K +,Blue,28020,1.226,1723,36,1.25
709974108,Existing Customer,35,F,Graduate,Single,Less than $40K,Blue,2640,0.833,3116,80,0.6
757024233,Existing Customer,34,M,Graduate,Single,$120K +,Blue,31313,0.679,2555,62,0.676
768928833,Existing Customer,37,M,High School,Married,$80K - $120K,Blue,7304,1.144,2717,63,0.703
720504633,Attrited Customer,46,M,Uneducated,Unknown,$60K - $80K,Blue,3254,0.733,967,24,1.182
812441358,Existing Customer,26,M,College,Divorced,$40K - $60K,Blue,1438.3,0.745,2660,89,0.712
713287608,Existing Customer,54,F,High School,Married,Less than $40K,Blue,3161,0.82,2412,62,0.824
711357858,Attrited Customer,47,F,Graduate,Single,Less than $40K,Blue,7246,0.612,777,13,0.625
715478733,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,3088,0.848,2292,54,0.862
780382008,Existing Customer,42,F,Unknown,Single,Less than $40K,Silver,13719,1.201,3774,63,0.658
715749858,Existing Customer,30,M,Unknown,Married,$40K - $60K,Blue,4726,0.622,1723,31,0.55
710951808,Existing Customer,32,M,Unknown,Married,Less than $40K,Blue,6100,0.853,1668,32,0.882
